"city","street","address","location/lat","location/lng","reviewsCount","website","imageUrls/0","phone","description"
"Sigtuna","Rektor Cullbergs väg 1","Rektor Cullbergs väg 1, 193 35 Sigtuna, Sweden","59.6184778","17.7272469","372","http://www.hotellkristina.se/","https://lh5.googleusercontent.com/p/AF1QipNonyC0waGYbqpVds7B2HnQbOEN13KQssSy0VlK=w1920-h1080-k-no","+46 8 592 580 00","Informal conference hotel offering complimentary organic breakfast, a bar & a sauna."
"Kista","Färögatan 33","Färögatan 33, 164 51 Kista, Sweden","59.401687","17.9464362","278","https://www.coorkonferens.se/konferensanlaggningar/kista-science-tower-conference/","https://lh5.googleusercontent.com/p/AF1QipMwMMDB0aqyXCwFBmAAlKDscAGtGgh6prVG7G5Y=w1920-h1080-k-no","+46 10 559 57 10",
"Stockholm","Ringvägen 100 E, 9th floor","Ringvägen 100 E, 9th floor, 118 60 Stockholm, Sweden","59.3072386","18.0757847","49","https://www.regus.com/sv-se/sweden/stockholm/ringvagen-100-2071?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=2071","https://lh5.googleusercontent.com/p/AF1QipMwimbhoqBo1jJZQ_nrm1hQJz6SFsP8DPd6ZJGt=w1920-h1080-k-no","+46 8 559 347 00",
"Bro",,"197 91 Bro, Sweden","59.5005329","17.5994387","399","http://www.happytammsvik.se/","https://lh5.googleusercontent.com/p/AF1QipOFzxCbLsfV0vbETGzBDAWVA3RwnNPnaHdaVVXD=w1920-h1080-k-no","+46 8 584 718 00","Bright rooms & suites in a low-key conference hotel with a restaurant, an indoor pool & free Wi-Fi."
"Grödinge","Ensta 5","Ensta 5, 147 91 Grödinge, Sweden","59.1740115","17.7678334","52","https://www.bjornbacka.se/","https://lh5.googleusercontent.com/p/AF1QipNwWCCw3Yjh2qPHKKE3KUFNSRnfLXaDT3vxOfg=w1920-h1080-k-no","+46 8 414 002 20",
"Ekerö","Skytteholm","Skytteholm, 178 90 Ekerö, Sweden","59.3196315","17.6687962","290","http://www.skytteholm.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Hr2PM8Y-UZZB3mTpZbLhlOGdnmlxQTNS3EhGa4GZE0x7dSQ43F27fRWieqne3xxltNkwR-RrF4A6YL9OoixZc0_A0WQVO_0B7lUWWNsxgbs3cAJSRIqR6iRnQ5FkjCDukcHFd5JKNN7cp82AXmBsmqE5yBgqWYIDUARMQpbPwEzELAAHeyCiQQNQ=w1920-h1080-k-no","+46 8 560 236 00","Genteel hotel featuring a bar, 2 saunas & a lounge, plus a gym, a restaurant & free breakfast."
"Uppsala","Stationsgatan 23","Stationsgatan 23, 753 40 Uppsala, Sweden","59.8562258","17.6523722","43","http://www.base10.com/","https://lh5.googleusercontent.com/p/AF1QipOPgUW5jebX7XyX_VLuIby4rnNT5yoPC63Fmznf=w1920-h1080-k-no",,
"Uppsala","Almungevägen 33","Almungevägen 33, 754 54 Uppsala, Sweden","59.8458686","17.7145306","237","https://www.compass-group.se/MatDryck/Restauranger/uppsala/viktoria-hotell--konferens/","https://lh5.googleusercontent.com/p/AF1QipN0ZqctuAT29xAK8iKspUkhE7cvWbnE2xQHbAw3=w1920-h1080-k-no","+46 18 13 22 60","Relaxed hotel with complimentary buffets, plus a bar, a sauna & conference facilities."
"Stockholm","Sankt Paulsgatan 39A","Sankt Paulsgatan 39A, 118 48 Stockholm, Sweden","59.3171278","18.0603189","100","http://www.hartwickska.se/","https://lh5.googleusercontent.com/p/AF1QipPLbLc6GtH8nTv8-mPR9lwF9AQTf-BgqksF-FJu=w1920-h1080-k-no",,
"Sigtuna","Manfred Björkquists allé 4","Manfred Björkquists allé 4, 193 31 Sigtuna, Sweden","59.615786","17.7100673","445","http://www.sigtunastiftelsen.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HJte30Ci48Tq9LavhEPbQ1JhM5mTXNW_1gr7Z8AwPMAwT5X3J9eLJKHRqnM5jSAZyh2FB49rqVjsEBcfiKE-ae_JfZqeoFoejiYzX6_GSgV_37OYd7bpW2uyY7db-71-RfCJGpk6jKQL1wNnTg3dRvzWUHtkX5-tP386oBwM9xOgQu70erIlB2Pw=w1920-h1080-k-no","+46 8 592 589 00","Bright rooms in a relaxed conference hotel with a restaurant & a garden, plus free Wi-Fi & parking."
"Södertälje","Saltsjötorget","Saltsjötorget, 151 71 Södertälje, Sweden","59.1932907","17.6270962","966","https://www.strawberry.se/hotell/sverige/sodertalje/quality-hotel-park-sodertalje-city/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipNTJlkzwgDhGNiBWgYbT56qGFkCDOxATYBxIAAa=w1920-h1080-k-no","+46 8 550 265 00","Chic quarters in a colorful hotel featuring a lobby restaurant, a gym & free breakfast."
"Mariefred","Kyrkogatan 1","Kyrkogatan 1, 647 30 Mariefred, Sweden","59.2579891","17.2231604","1179","http://www.gripsholms-vardshus.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FxK45EVW_cfXwoqQ5RDoRZoCJhM358D382nxQeqoZBBzIuiv9NDdgoB8VEFmob44anz-1IrOOb1Eepk6M1JEA6Fmh8d8b-0_jazfb3o3WZv8nyuAOuYQbr5Nd3sEJNdbCE9-820BzG_MvgEYh9kbREcNOPKpxBDy3Txm3li7sheM4ABXRt42s=w1920-h1080-k-no","+46 159 347 50","Polished rooms & suites in an elegant hotel offering 3 restaurants & event space."
"Kungens Kurva","Modulvägen 6","Modulvägen 6, 141 75 Kungens Kurva, Sweden","59.2693819","17.9169881","2","http://hejworkshop.com/","https://lh5.googleusercontent.com/p/AF1QipP5n72QQe1P60rNGq8mVQ28EPovqu7NVwhKWgVe=w1920-h1080-k-no",,
"Uppsala","Dragarbrunnsgatan 23","Dragarbrunnsgatan 23, 753 20 Uppsala, Sweden","59.8604245","17.637591","1188","https://www.strawberry.se/hotell/sverige/uppsala/clarion-hotel-gillet/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipP2487CI3MOme9g1CfpoQPihT7N3ctUyltPdZ4R=w1920-h1080-k-no","+46 18 68 18 00","Understated quarters in a contemporary property offering an eclectic restaurant, a hip bar & a spa."
"Märsta","Steninge allé 111","Steninge allé 111, 195 59 Märsta, Sweden","59.6024639","17.8095528","291","http://www.steningevik.se/","https://lh5.googleusercontent.com/p/AF1QipN45PAbreoljOEuu4ldDm1dMs_no53uagL5qE1k=w1920-h1080-k-no","+46 8 591 231 50","Informal hotel beside the lake offering a restaurant, a bar & meeting space, plus an indoor pool."
"Sundbyberg","Gesällvägen 15","Gesällvägen 15, 174 53 Sundbyberg, Sweden","59.3779038","17.967668","27","http://www.umamipark.se/","https://lh5.googleusercontent.com/p/AF1QipPnAmBJRqNp-ZKwoVKHr8iDq9kdNe7n_bW5v6uH=w1920-h1080-k-no",,
"Stockholm","Brännkyrkagatan 56","Brännkyrkagatan 56, 118 22 Stockholm, Sweden","59.3189788","18.057656","3","http://garage56.se/","https://lh5.googleusercontent.com/p/AF1QipN_UYcGFPzpWIcDbIh1ELGyoipLuq-cQkVZfY1w=w1920-h1080-k-no","+46 70 985 05 35",
"Stockholm","Åsögatan 115, 6 trappor","Åsögatan 115, 6 trappor, 116 24 Stockholm, Sweden","59.3133705","18.0749442","6","http://www.blockstockholm.se/","https://lh5.googleusercontent.com/p/AF1QipMriWlK8pHFi_dKL3AFCuRluqdMJS6aDQzppYqL=w1920-h1080-k-no","+46 70 673 80 98",
"Bålsta","Helgövägen 7","Helgövägen 7, 746 30 Bålsta, Sweden","59.5533333","17.5325","686","http://www.aronsborg.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FHZX4a-2dq1m-w1LlpN2FtEEeY4w7aIeT9DAJDo-573xMMw6O7AiToDXw8v_LOW3-ciJB8deI_h1LVmmWNHJKcTeyBtsGh_BH4ImKAVNlJT93w8dSxNL8PQmmWQGoC8PPBhsuW-6QXKFqddZ1stmegtrt2NzHC65_9tKKYBbi_v8H0zEafEt2m=w1920-h1080-k-no","+46 8 22 59 59","Casual rooms in a warm conference hotel offering dining & a bar, plus a sauna & an indoor pool."
"Stockholm","Rosterigränd 12","Rosterigränd 12, 117 61 Stockholm, Sweden","59.3121103","18.0233356","8","https://www.coorkonferens.se/konferensanlaggningar/rosterigrand-12/","https://lh5.googleusercontent.com/p/AF1QipMIZoOu0QB7WFlGrJ2CTVuloRdhmdqCtzjMKMoj=w1920-h1080-k-no","+46 8 783 16 80",
"Kista","Kronborgsgränd 1-23","Kronborgsgränd 1-23, 164 46 Kista, Sweden","59.3981101","17.9480355","3","https://technopolisglobal.com/se/kontorslokaler/stockholm/kista/","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P46pa_GqEc6In85St13Ecg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.219185&pitch=0&thumbfov=100",,
"Stockholm","Hornsbruksgatan 23b","Hornsbruksgatan 23b, 117 34 Stockholm, Sweden","59.3158462","18.0354842","41","https://helio.se/sv/hornstull/?utm_source=gmb&utm_medium=organic&utm_campaign=hornstull","https://lh5.googleusercontent.com/p/AF1QipNILby1QOzb5Wlzb_UwCkwdh2TRlvi2NZKrNabH=w1920-h1080-k-no","+46 8 522 232 00",
"Kista","Kistagången 20b","Kistagången 20b, 164 40 Kista, Sweden","59.4039085","17.9481286","12","https://www.regus.com/sv-se/sweden/kista/kistaone-4134?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=4134","https://lh5.googleusercontent.com/p/AF1QipMIWIS1ve4BYWghbuAy56RVtH_M_T5aI-ZxfwGs=w1920-h1080-k-no","+46 8 517 117 00",
"Stockholm","Söderhallarna, Medborgarplatsen 3","Söderhallarna, Medborgarplatsen 3, 118 26 Stockholm, Sweden","59.314673","18.0707554","29","https://embassy.house/","https://lh5.googleusercontent.com/p/AF1QipMqll0mQXVGIGz3TaYaNQbhHWvrj4vn0UdfdlpC=w1920-h1080-k-no","+46 8 580 350 00",
"Kista","Time Building, Kistagången 12","Time Building, Kistagången 12, 164 40 Kista, Sweden","59.405206","17.9518144","52","https://helio.se/sv/kista/?utm_source=gmb&utm_medium=organic&utm_campaign=kista","https://lh5.googleusercontent.com/p/AF1QipMlCUj1MOeduo4BHnw7-hoj4uWU0eykgkooIehA=w1920-h1080-k-no","+46 8 522 232 00",
"Stockholm","Hälsingegatan 49","Hälsingegatan 49, 113 31 Stockholm, Sweden","59.346898","18.037867","49","http://www.thepark.se/","https://lh5.googleusercontent.com/p/AF1QipMSk1cBEqlb9paO07-WS74vOZitaixlXPxIwYOE=w1920-h1080-k-no","+46 8 506 347 00",
"Gävle","Drottninggatan 18","Drottninggatan 18, 803 20 Gävle, Sweden","60.6742911","17.1430542","71","https://www.dospace.se/gavle-stortorget","https://lh5.googleusercontent.com/p/AF1QipP4TQtGyszMki94a6XpS_JI0_fDaXQllVnFw9g1=w1920-h1080-k-no","+46 76 770 72 72",
"Borlänge","Sveagatan 6","Sveagatan 6, 784 33 Borlänge, Sweden","60.486094","15.4321976","1","https://meetings.cospace.se/","https://lh5.googleusercontent.com/p/AF1QipN6liCSkdE9kyceR8sdscPXj2TyAjnwbKzcITao=w1920-h1080-k-no","+46 70 296 82 70",
"Gothenburg","Sven Hultins gata 5","Sven Hultins gata 5, 412 58 Göteborg, Sweden","57.685631","11.9783432","5","https://www.aworkinglab.se/jsp/","https://lh5.googleusercontent.com/p/AF1QipM2JlzWABzVuQk39cqk33Z5W-fv6hpwdWSjOGMH=w1920-h1080-k-no","+46 10 557 24 00",
"Fiskebäckskil","Strandvägen 2-14","Strandvägen 2-14, 451 78 Fiskebäckskil, Sweden","58.2494626","11.4576081","879","https://www.gullmarsstrand.se/","https://lh5.googleusercontent.com/p/AF1QipNk_qO0BkvqslvGU3Q6ysVJGv5TUtKePG-qyr2p=w1920-h1080-k-no","+46 523 66 77 88","Airy quarters, most with balconies, in a stylish hotel featuring a restaurant, a bar & a sauna."
"Gothenburg","Kungsportsavenyen 24","Kungsportsavenyen 24, 400 14 Göteborg, Sweden","57.699806","11.9764936","2681","http://www.scandichotels.se/rubinen","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GDf_XAWeJ5r1gCeBMW4QFAAqnb4FQLkrX_We63pk-cQgCLP63grCcgiXSuG7QWBuGKmAKTSg4JzZ2OSJ6cn8DTcvx3HGiqY1r_T6s5W0-b4ikS8MJk_QrYv03mRIMHHkzsdwoKDVX-5OMK3w__NKD__lgThJhQIO3cVEHs3HDzNyj0AxWBsL0mWg=w1920-h1080-k-no","+46 31 751 54 00","Cosmopolitan hotel with stylish rooms & suites, plus a trendy restaurant, a sauna & a rooftop bar."
"Lerum","Seatons allé","Seatons allé, 443 91 Lerum, Sweden","57.7754739","12.2332844","529","https://www.aspenasherrgard.se/","https://lh5.googleusercontent.com/p/AF1QipMhnUzlDP_KFlsEvRcvr6P-hDISQKi0cdGNjtTg=w1920-h1080-k-no","+46 302 63 00 00","Laid-back conference hotel in an 1800s manor offering a sauna, a bar & a restaurant, plus a garden."
"Gothenburg","Polhemsplatsen 3","Polhemsplatsen 3, 411 11 Göteborg, Sweden","57.7082383","11.9779852","2922","http://www.scandichotels.com/crown","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EkwQ6WxjrCznZou4DLQ_op3oFAj5VgdN-HUC2dJX9LBhCBt0IVKYtqudG4QPk3UIDUb8M0a6o684VN_MdmqYbmrKd1LnaUFp1m9dBbPj31ogjHHDkRlu_Gd4blbK5OiGHKwnodU-_t1CuXMXOlxPVOrgwDe6JIUYdL6mgUwy07xigyYgaG4z8=w1920-h1080-k-no","+46 31 751 51 00","Streamlined rooms & suites in a modern lodging offering a relaxed eatery, a gym & 2 saunas."
"Gothenburg","Nils Ericsonsplatsen 4","Nils Ericsonsplatsen 4, 411 03 Göteborg, Sweden","57.7092433","11.9721063","2825","https://www.firsthotels.se/hotell/sverige/goteborg/first-hotel-g/","https://lh5.googleusercontent.com/p/AF1QipPU4-ZjDpVTwPZbhCBi9S3dttdn43Y6KEE3BTda=w1920-h1080-k-no","+46 31 63 72 00","Upscale hotel set above a train station, offering a refined restaurant, a posh bar & a day spa."
"Gothenburg","Engelbrektsgatan 73","Engelbrektsgatan 73, 402 23 Göteborg, Sweden","57.7013193","11.984811","2870","https://www.scandichotels.se/opalen","https://lh3.googleusercontent.com/gps-proxy/AE4_-5H-D3xBMYEaIojvSL4ZASMA-iFOCFWYmaD3A52WZXtbk-prnP3ek3evLlQGmwBJB3-JQfgZgEOxVFz5fnYXJKGpNnOzV5zYetdeFzy5CDuVfVIqlulKkmqVnV7yOXkn4UPHy0GkcrxAy9Ae8UU05rzSEd8EWLmgZUDLDAGNTzsUWozVZaEkWFm-=w1920-h1080-k-no","+46 31 751 53 00","Sleek rooms in a colorful lodging featuring a restaurant & a bar, plus a gym, a hot tub & a sauna."
"Härryda","Flygfraktvägen 6","Flygfraktvägen 6, 438 70 Härryda, Sweden","57.6693493","12.2969031","493","https://www.scandichotels.se/hotell/sverige/goteborg/scandic-landvetter","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GT_RV3ERyiwbfHQpqrD4ayUpi5fWPicou9i7KkzxTP7LU3jkvAxFOs2rPVMkx1IviZIqjy_-PbIrVsjYiPEvr2Rxj6AE63zxqnKjImyYMFX2QU-5fVTb93NDPPC7kGx1lrUn_au9MJhTKUdHGsAKWaEauZ3nF0nScfk6RnVYOSjXJha04AOZi3=w1920-h1080-k-no","+46 31 317 32 00",
"Mölndal","Nämndemansgatan 1-5","Nämndemansgatan 1-5, 431 33 Mölndal, Sweden","57.6567659","12.0199241","514","http://www.hotelmolndalsbro.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5G9UafDiBzPHF2Sjako4yIqGIzVybAaqWetW_ibERCAhqrIfK2OLF_h5mduxWrzlGMFdLyJYf6ILqEeqX0zuXEpoQJocy5x2w-MgsEhI_OU2YILH5UAmRBJjQDCoMnOUUCiI5ekAE8lxTPzzjYafsNkmcaJ0EoOvCVpscGTwA-Z6r-A7KRGJRbN-Q=w1920-h1080-k-no","+46 31 87 01 20","Straightforward hotel featuring a garden, as well as complimentary breakfast & Wi-Fi."
"Nyköping","Stockholm Skavsta Airport, General Schybergs väg 23","Stockholm Skavsta Airport, General Schybergs väg 23, 611 92 Nyköping, Sweden","58.783708","16.9248518","1679","http://connecthotels.se/skavsta/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Gej5CVnkN8R13SkBqOga1erSa-LN3jCIH4xkm1cW1AZu-5KZCl0BnkggIALUUcIFA5xA6GOkjGkWyQFxZgOOEdzn5-xF4RKEs5A8vcLGO3g_a7bYzqRgHGmtB1FiiwEhxB4qezm8xu2yAyV5jMC-VqbwW9d_ERtqDJZfTASJK0gTsI79i6kR4Z=w1920-h1080-k-no","+46 8 420 030 00","Simple rooms in a modern airport hotel featuring a restaurant, a lounge bar & free breakfast."
"Ösmo","Körunda","Körunda, 148 91 Ösmo, Sweden","59.0098105","17.8834492","486","http://www.korunda.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Gdm_Nj3ABn4sYeP9Q4jiDnzLb26SlATqk2L7mNXf5B7inIP9UagpdryPpEYHpZ3iiX-Deb-t48utuy6nRKD_8VpadG1vUHFr_EWmAyPuBOnG0GVj911bYqaDPOLNwNV-Xyyma7ns9KMki6xKf_uGxzGC6McpS4OJ4cWgojXXnQePJSqBP0CpLp=w1920-h1080-k-no","+46 8 520 390 30","Upscale hotel next to the lake & golf course offering dining, plus a spa with a floating sauna."
"Nyköping","Öster-Malma","Öster-Malma, 611 91 Nyköping, Sweden","58.9526704","17.1565646","1066","http://www.ostermalma.se/","https://lh5.googleusercontent.com/p/AF1QipPgkq6FTti8RzYh85ZxdCls8rhGWzpXcnlC075K=w1920-h1080-k-no","+46 155 24 62 28","Casual hotel & hostel in an elegant lakeside 17th-century manor with dining & a wildlife park."
"Oxelösund","Gamla Oxelösundsvägen 2","Gamla Oxelösundsvägen 2, 613 30 Oxelösund, Sweden","58.6698908","17.1056733","165","https://hoteloxelosund.se/","https://lh5.googleusercontent.com/p/AF1QipNsPVCqRQAcXiJayxZ2sRmU_B516XaNWZDMuD-D=w1920-h1080-k-no","+46 155 330 20","Straightforward lodging offering free breakfast, WiFi & parking, plus meeting facilities."
"Nyköping","Blommenhovsvägen 41","Blommenhovsvägen 41, 611 39 Nyköping, Sweden","58.7591636","16.9848526","897","http://www.blommenhof.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FNffgNcOQlwltQ5MzcWl0uFRkVDwYSXDQM-aTlYq3IFtB1Y3Q0TzOHQftW3NKtZ03izEdPWvDl810fP4Aj3I4Evs9UFWu7Kjmm54xSsg-ohHJIgzEP4GhFo_B5Cum7Dtfd4jwC9E9r37tdec-hLRBouI3BvZuqXJUg7_tOupgAShwSvzA1LYQ=w1920-h1080-k-no","+46 155 20 20 60","Country-style property with free breakfast & Wi-Fi, plus a pool, Swedish dining & woodland trails."
"Nyköping","Nytorget 7","Nytorget 7, 611 38 Nyköping, Sweden","58.7531405","16.9943468","1284","http://www.sunlight.se/","https://lh5.googleusercontent.com/p/AF1QipNgRb6_EkAfm3REXT08utmVt6OdH7D_MVUpUZ6z=w1920-h1080-k-no","+46 155 20 50 00","Upscale hotel in a converted early 1900s soap factory, offering a restaurant, a spa & a pool."
"Stockholm","Internetstiftelsen i Sverige, Hammarby kaj 10D","Internetstiftelsen i Sverige, Hammarby kaj 10D, 120 30 Stockholm, Sweden","59.3037462","18.084581","30","http://foocafe.org/","https://lh5.googleusercontent.com/p/AF1QipNaG0MDOy9M9J9eaXuHNjQeCs-k_4SUZM96OJ8C=w1920-h1080-k-no","+46 70 146 92 54",
"Nacka","Sickla industriväg 3","Sickla industriväg 3, 131 54 Nacka, Sweden","59.304459","18.1195423","15","https://www.businesslounge.se/kontorshotell-sickla/","https://lh5.googleusercontent.com/p/AF1QipOZopeg0Th7SZEUOg1wCC0tdVqMEC0hxcfPz4qn=w1920-h1080-k-no","+46 8 716 00 25",
"Stockholm","Hammarbybacken 27","Hammarbybacken 27, 120 30 Stockholm, Sweden","59.2994","18.0864","3","https://www.spacesworks.com/sv/stockholm-sv/hammarby-alle?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=5204","https://lh5.googleusercontent.com/p/AF1QipOF0PBjrgLkkHumwVqz_ZUrUPzA5HS4norZq7s0=w1920-h1080-k-no","+46 8 511 025 00",
"Ludvika","Eriksgatan 6","Eriksgatan 6, 771 31 Ludvika, Sweden","60.1508742","15.1866589","677","https://www.bestwestern.com/en_US/book/hotel-rooms.88098.html?checkIn=2021-03-16&checkOut=2021-03-17&rooms=1&=&promoCode=","https://lh5.googleusercontent.com/p/AF1QipMY3h3LrY3sU8Jc9Ooimo4Z6gzeDBtxFyYDBIs3=w1920-h1080-k-no","+46 240 182 20","Relaxed lodging with a restaurant & fitness facilities, plus free breakfast  & WiFi."
"Örnsköldsvik","Strandgatan 21","Strandgatan 21, 891 33 Örnsköldsvik, Sweden","63.2879104","18.711809","43","http://www.arkenornskoldsvik.se/","https://lh5.googleusercontent.com/p/AF1QipPeaq0qEiHdFkIqz3bMpYVeAxFg35W2BXeh9mkA=w1920-h1080-k-no","+46 660 23 51 10",
"Skellefteå","Medleforsvägen 2","Medleforsvägen 2, 931 45 Skellefteå, Sweden","64.755114","20.9059124","276","http://www.medlefors.se/","https://lh5.googleusercontent.com/p/AF1QipPrTWnMc6jLFkdM4_cmGr-HqqoMbV1gVoOXTegg=w1920-h1080-k-no","+46 910 575 00","Modern conference hotel with 2 annexes featuring bright rooms, a breakfast buffet & an indoor pool."
"Umeå","Lasarettsbacken 10","Lasarettsbacken 10, 907 46 Umeå, Sweden","63.8198924","20.298609","1346","https://hotellbjorken.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HGxHWT-grbrNtcDbOuNN1uNxXHSba2J_vgQMsuySkMDcH2U4xbtZETdREtfmib8Nmut0aDteVqnUXwKAv8FlVI_6-0f2fwg47nfvd85e9ZjGN1zokGx1TzSky4ptOXyY7-K7bdu4TMD-hZqBDMQgkTZSnYYiyNPKNkVrbk45GnJFyyWZHJb2Lk=w1920-h1080-k-no","+46 90 10 87 00","Simple rooms in a down-to-earth hotel featuring a restaurant, a sauna & complimentary Wi-Fi."
"Umeå","Storgatan 46","Storgatan 46, 903 26 Umeå, Sweden","63.825133","20.2606451","771","http://www.storahotelletumea.se/","https://lh5.googleusercontent.com/p/AF1QipPzF5dVW0cgqYTK0yps-GZZGHyqz2i6edS3g9cy=w1920-h1080-k-no","+46 90 77 88 70","Posh quarters in a polished property offering free breakfast, plus a bar & an old-world library."
"Umeå","Västra Norrlandsgatan 5","Västra Norrlandsgatan 5, 903 27 Umeå, Sweden","63.8292814","20.2600444","800","https://www.firsthotels.se/dragonen","https://lh5.googleusercontent.com/p/AF1QipNdPerqWzoiU3jZegJ5WRhHcnSwG6u8bQ4vz7ya=w1920-h1080-k-no","+46 90 12 58 00","Relaxed property offering a restaurant, a bar & a sauna, plus complimentary breakfast & Wi-Fi."
"Malmö","Stora Varvsgatan 6A","Stora Varvsgatan 6A, 211 19 Malmö, Sweden","55.6123958","12.9910323","238","http://www.mediaevolution.se/","https://lh5.googleusercontent.com/p/AF1QipOlGsLLYbE2X7Z2uyrhUFGCePM6SkPs7_2HwZ2N=w1920-h1080-k-no","+46 40 643 41 12",
"Genarp","Södra Ugglarp 621","Södra Ugglarp 621, 247 98 Genarp, Sweden","55.63562","13.433949","912","https://www.thelodge.se/","https://lh5.googleusercontent.com/p/AF1QipNnp5jtoD3oGGUyiwc0Qip5TZrNFQY3BXRxfxCO=w1920-h1080-k-no","+46 46 24 89 05","Warm rooms & cabins in an upmarket lodge offering a spa, a sauna & an elegant restaurant."
"Degeberga","Borråkravägen 60-11","Borråkravägen 60-11, 297 94 Degeberga, Sweden","55.8362392","14.0634713","78","http://www.cocoonmeetings.com/","https://lh5.googleusercontent.com/p/AF1QipPvaErJaKks9MpCrMxRkrP6gGLAAdpusDBt_UWh=w1920-h1080-k-no","+46 44 35 04 22",
"Smygehamn","Smyge strandväg 136","Smyge strandväg 136, 231 79 Smygehamn, Sweden","55.3481613","13.3839005","712","http://smygehushavsbad.se/","https://lh5.googleusercontent.com/p/AF1QipOANv6vENKPKQhanOjVg-w4RFfGITt33BRvJdJb=w1920-h1080-k-no","+46 410 503 00","Modest quarters in a relaxed hotel offering indoor & outdoor pools, plus a spa, dining & sea views."
"Malmö","Eric Perssons väg 51","Eric Perssons väg 51, 217 62 Malmö, Sweden","55.5840275","12.9889864","4","https://www.meetio.com/","https://lh5.googleusercontent.com/p/AF1QipOSlgwU51wxaiENHGtuYsWd9Fd3moI16LBpJKsM=w1920-h1080-k-no","+46 10 101 95 60",
"Lund","Sandgatan 2","Sandgatan 2, 223 50 Lund, Sweden","55.7053682","13.1955951","441","http://www.afborgen.se/","https://lh5.googleusercontent.com/p/AF1QipOqSOUCm6AXCLcpFRFRV0j82CaQISj53Fple0P4=w1920-h1080-k-no","+46 46 38 49 05",
"Genarp","Häckeberga slott","Häckeberga slott, 247 98 Genarp, Sweden","55.5806618","13.4286416","334","http://www.thenorrmans.se/","https://lh5.googleusercontent.com/p/AF1QipP8d2EJTWi5ySCtou6FNbG8J7UCEhBRwb1AI0SG=w1920-h1080-k-no","+46 40 48 04 40","Elegant rooms with lake views in a 19th-century castle-turned-hotel offering a refined restaurant."
"Malmö","Rönngatan 1","Rönngatan 1, 211 47 Malmö, Sweden","55.597865","12.9970536","0","http://www.icphr.org/awm-2016-malmouml.html","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ael4-mjXzDey3GCHm068FA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.88289&pitch=0&thumbfov=100","+46 40 20 75 00",
"Ystad","Skälhögsvägen 177","Skälhögsvägen 177, 271 95 Ystad, Sweden","55.5016349","13.8297692","96","http://gardshotellet.com/","https://lh5.googleusercontent.com/p/AF1QipP3lqY-4xWI9v6zY3bi67IzYhDcW1GfWkgia7Gm=w1920-h1080-k-no","+46 70 166 69 99","Storied farmhouse-turned-relaxed hotel featuring a garden, plus breakfast & bird-watching."
"Malmö","Stapelbäddsgatan 3","Stapelbäddsgatan 3, 211 19 Malmö, Sweden","55.6118937","12.9853527","5","https://stpln.org/","https://lh5.googleusercontent.com/p/AF1QipNyfYuR6LAgoM8bjbjObVFFkIj7MEfIM4pErsDE=w1920-h1080-k-no",,
"Malmö","Adelgatan 21","Adelgatan 21, 211 22 Malmö, Sweden","55.607147","12.9991745","12","https://www.regus.com/sv-se/sweden/malmo/adelgatan-21-3600?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=3600","https://lh5.googleusercontent.com/p/AF1QipMo5xxFfjusDFhv_243vFAswPI7IXJKIhVcohk=w1920-h1080-k-no","+46 40 699 25 00",
"Lund","Bytaregatan 4d","Bytaregatan 4d, 222 22 Lund, Sweden","55.7046082","13.1896657","15","https://mindpark.se/lund/","https://lh5.googleusercontent.com/p/AF1QipPBJUXqFymAooRzD4CMqv8xivHLuAUUXAe9cLZP=w1920-h1080-k-no","+46 46 590 32 32",
"Malmö","Hyllie Stationstorg 31","Hyllie Stationstorg 31, 215 32 Malmö, Sweden","55.5621942","12.975456","3","https://www.regus.com/sv-se/sweden/malmo/hyllie-stationstorg-31-5196?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=5196","https://lh5.googleusercontent.com/p/AF1QipOHLfDgjL7BJLNO6JgJharCLwSlOoicLMK_FZs8=w1920-h1080-k-no","+46 40 674 62 00",
